,Name,Age,B,T,Ht,Wt,DoB,Birthplace,minor_urls,major_urls,salary,draft_round,years_in_minors,minor_positions
2292,Matt Erickson,24,L,R,"5' 11""",190,"Jul 30, 1975","Appleton, WI, US",https://www.baseball-reference.com/register/player.fcgi?id=ericks001mat,https://www.baseball-reference.com/players/e/erickma01.shtml,0.0,7,11,"SecondBaseman,ThirdBaseman,Shortstop"
2293,Quincy Foster,25,L,R,"6' 2""",190,"Oct 30, 1974","Bronx, NY, US",https://www.baseball-reference.com/register/player.fcgi?id=foster001qui,,0.0,64,9,Outfielder
2294,Geoff Goetz,21,L,L,"5' 11""",163,"Apr 3, 1979","Pompton Plains, NJ, US",https://www.baseball-reference.com/register/player.fcgi?id=goetz-001geo,,0.0,1,7,ReliefPitcher
2295,Brandon Harper,24,R,R,"6' 4""",200,"Apr 29, 1976","Odessa, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=harper001bra,https://www.baseball-reference.com/players/h/harpebr02.shtml,0.0,4,10,Catcher
2296,Heath Honeycutt,23,R,R,"6' 4""",210,"Jul 30, 1976","Lee's Summit, MO, US",https://www.baseball-reference.com/register/player.fcgi?id=honeyc001hea,,0.0,4,6,"ThirdBaseman,Outfielder"
2297,Jaime Jones,23,L,L,"6' 4""",229,"Aug 2, 1976","San Diego, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=jones-015jam,,0.0,1,10,Outfielder
2298,Gary Knotts,23,R,R,"6' 4""",235,"Feb 12, 1977","Decatur, AL, US",https://www.baseball-reference.com/register/player.fcgi?id=knotts001gar,https://www.baseball-reference.com/players/k/knottga01.shtml,1205712.229927083,11,10,Pitcher
2299,Nelson Lara,21,R,R,"6' 4""",185,"Jul 11, 1978","Santo Domingo, Distrito Nacional, DO",https://www.baseball-reference.com/register/player.fcgi?id=lara--003nel,,0.0,np.nan,8,ReliefPitcher
2300,Brandon Leese,24,R,R,"6' 4""",205,"Oct 8, 1975","Lincolnshire, IL, US",https://www.baseball-reference.com/register/player.fcgi?id=leese-001bra,,0.0,7,6,StartingPitcher
2301,Paul McCurtain,24,R,R,"6' 1""",190,"Feb 5, 1976","Norman, OK, US",https://www.baseball-reference.com/register/player.fcgi?id=mccurt001pau,,0.0,13,4,ReliefPitcher
2302,Ryan Moskau,22,R,L,"6' 3""",210,"Aug 22, 1977","Cincinnati, OH, US",https://www.baseball-reference.com/register/player.fcgi?id=moskau001rya,,0.0,6,4,StartingPitcher
2303,Drew Niles,23,S,R,"6' 1""",185,"Mar 17, 1977","Colorado Springs, CO, US",https://www.baseball-reference.com/register/player.fcgi?id=niles-002fra,,0.0,29,9,"Shortstop,SecondBaseman,ThirdBaseman"
2304,Chris Norton,29,R,R,"6' 2""",215,"Sep 21, 1970","Greenville, MS, US",https://www.baseball-reference.com/register/player.fcgi?id=norton001chr,,0.0,33,9,"FirstBaseman,Catcher,Outfielder"
2305,Abraham Nunez,23,S,R,"6' 3""",210,"Feb 5, 1977","Bajos de Haina, San Cristobal, DO",https://www.baseball-reference.com/register/player.fcgi?id=nunez-001abr,https://www.baseball-reference.com/players/n/nunezab02.shtml,873590.4929889884,np.nan,10,Outfielder
2306,Kevin Olsen,23,R,R,"6' 2""",200,"Jul 26, 1976","Covina, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=olsen-001kev,https://www.baseball-reference.com/players/o/olsenke01.shtml,301757.6318223867,26,9,StartingPitcher
2307,Pablo Ozuna,25,R,R,"5' 11""",200,"Aug 25, 1974","Santo Domingo, Distrito Nacional, DO",https://www.baseball-reference.com/register/player.fcgi?id=ozuna-001pab,https://www.baseball-reference.com/players/o/ozunapa01.shtml,4559017.530400689,np.nan,8,"SecondBaseman,Shortstop,Outfielder"
2308,Wynter Phoenix,25,L,L,"6' 2""",208,"Dec 7, 1974","San Diego, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=phoeni001wyn,,0.0,13,5,Outfielder
2309,Randy Rigsby,23,L,L,"6' 0""",190,"Aug 7, 1976","Fort Walton Beach, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=rigsby001ran,,0.0,32,6,"Leftfielder,FirstBaseman"
2310,Bobby Rodgers,25,R,R,"6' 3""",220,"Jul 22, 1974","St. Louis, MO, US",https://www.baseball-reference.com/register/player.fcgi?id=rodger003rob,,0.0,17,8,Pitcher
2311,Claudio Vargas,22,R,R,"6' 4""",235,"Jun 19, 1978","Mao, Valverde, DO",https://www.baseball-reference.com/register/player.fcgi?id=vargas001cla,https://www.baseball-reference.com/players/v/vargacl01.shtml,7507675.866878054,np.nan,13,Pitcher
2312,Derek Wathan,23,S,R,"6' 3""",190,"Dec 13, 1976","Cedar Rapids, IA, US",https://www.baseball-reference.com/register/player.fcgi?id=wathan001der,,0.0,2,11,"Shortstop,SecondBaseman,Outfielder"
2313,Chris Aguila,21,R,R,"5' 11""",200,"Feb 23, 1979","Redwood City, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=aguila001chr,https://www.baseball-reference.com/players/a/aguilch01.shtml,879275.626826743,3,15,"Outfielder,ThirdBaseman"
2314,Aaron Akin,23,R,R,"6' 2""",190,"Jun 13, 1977","Manhattan, KS, US",https://www.baseball-reference.com/register/player.fcgi?id=akin--001aar,,0.0,1,4,StartingPitcher
2315,Dennis Anderson,22,S,R,"6' 0""",210,"Feb 1, 1978","Tucson, AZ, US",https://www.baseball-reference.com/register/player.fcgi?id=anders002den,,0.0,25,7,"Catcher,Leftfielder"
2316,Wes Anderson,20,R,R,"6' 4""",170,"Sep 10, 1979","Pine Bluff, AR, US",https://www.baseball-reference.com/register/player.fcgi?id=anders001wes,,0.0,14,6,StartingPitcher
2317,Jack Armstrong,35,R,R,"6' 5""",220,"Mar 7, 1965","Englewood, NJ, US",https://www.baseball-reference.com/register/player.fcgi?id=armstr001jac,https://www.baseball-reference.com/players/a/armstja01.shtml,-4907057.965988307,1,5,StartingPitcher
2318,Jeff Bailey,21,R,R,"6' 2""",200,"Nov 19, 1978","Longview, WA, US",https://www.baseball-reference.com/register/player.fcgi?id=bailey001jef,https://www.baseball-reference.com/players/b/baileje01.shtml,0.0,2,15,"FirstBaseman,Outfielder,Catcher"
2319,Dave Berg,29,R,R,"5' 11""",185,"Sep 3, 1970","Roseville, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=berg--001dav,https://www.baseball-reference.com/players/b/bergda01.shtml,-665869.7089013804,38,9,"ThirdBaseman,Shortstop,SecondBaseman"
2320,David Campos,22,L,L,"5' 11""",170,"Aug 31, 1977","Fresno, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=campos001dav,,0.0,20,4,ReliefPitcher
2321,Scott Clackum,25,R,R,"6' 3""",185,"Jan 13, 1975","Augusta, GA, US",https://www.baseball-reference.com/register/player.fcgi?id=clacku001ken,,0.0,np.nan,3,ReliefPitcher
2322,James Close,22,R,R,"5' 10""",165,"Oct 18, 1977","Eugene, OR, US",https://www.baseball-reference.com/register/player.fcgi?id=close-001jam,,0.0,22,2,Centerfielder
2323,Brad Farizo,21,R,R,"6' 4""",190,"Nov 3, 1978","New Orleans, LA, US",https://www.baseball-reference.com/register/player.fcgi?id=farizo001bra,,0.0,24,6,Pitcher
2324,Raul Franco,23,R,R,"5' 11""",170,"Mar 14, 1977","San Pedro de Macoris, San Pedro de Macoris, DO",https://www.baseball-reference.com/register/player.fcgi?id=franco001rau,,0.0,np.nan,6,"SecondBaseman,Shortstop,ThirdBaseman"
2325,Rolando Geigel,20,R,R,"6' 2""",195,"Sep 18, 1979","Rio Piedras, PR",https://www.baseball-reference.com/register/player.fcgi?id=geigel001rol,,0.0,16,2,ReliefPitcher
2326,Alex Gonzalez,23,R,R,"6' 1""",210,"Feb 15, 1977","Cagua, Aragua, VE",https://www.baseball-reference.com/register/player.fcgi?id=gonzal003ale,https://www.baseball-reference.com/players/g/gonzaal02.shtml,-610482.1739433301,np.nan,8,"Shortstop,ThirdBaseman"
2327,Ryan Harber,23,L,L,"6' 4""",210,"Sep 25, 1976","Fort Wayne, IN, US",https://www.baseball-reference.com/register/player.fcgi?id=harber001rya,,0.0,7,5,Pitcher
2328,Willy Hill,23,L,R,"5' 9""",160,"Sep 21, 1976","Los Angeles, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=hill--009wil,,0.0,27,5,"Centerfielder,SecondBaseman"
2329,Dave Johnston,19,R,R,"6' 3""",190,"Apr 27, 1981","Reno, NV, US",https://www.baseball-reference.com/register/player.fcgi?id=johnst002dav,,0.0,18,3,ReliefPitcher
2330,Heath Kelly,24,R,R,"6' 1""",180,"Feb 16, 1976","Pensacola, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=kelly-001hea,,0.0,15,6,"ThirdBaseman,Shortstop,SecondBaseman"
2331,Eudy Lajara,23,L,L,"5' 10""",160,"Aug 15, 1976","Santo Domingo, Distrito Nacional, DO",https://www.baseball-reference.com/register/player.fcgi?id=lajara001eud,,0.0,np.nan,3,ReliefPitcher
2332,Matt Levan,25,L,L,"6' 3""",200,"Jun 24, 1975","West Chester, PA, US",https://www.baseball-reference.com/register/player.fcgi?id=levan-001mat,,0.0,np.nan,6,ReliefPitcher
2333,Justin Lombardi,20,L,L,"6' 4""",215,"Aug 21, 1979","Taunton, MA, US",https://www.baseball-reference.com/register/player.fcgi?id=lombar001jus,,0.0,27,2,ReliefPitcher
2334,Gustavo Lopez,24,R,R,"5' 9""",180,"Aug 12, 1975","Santiago, Santiago, DO",https://www.baseball-reference.com/register/player.fcgi?id=lopez-001gus,,0.0,np.nan,6,StartingPitcher
2335,Tony Lucca,25,L,L,"6' 0""",245,"Jan 26, 1975","San Francisco, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=lucca-001ant,,0.0,np.nan,3,"FirstBaseman,Leftfielder"
2336,Mike Marriott,23,R,R,"6' 3""",205,"Mar 12, 1977","Houston, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=marrio001mic,,0.0,4,5,StartingPitcher
2337,Tim McClaskey,24,S,R,"6' 1""",175,"Jan 11, 1976","Port Smith, OH, US",https://www.baseball-reference.com/register/player.fcgi?id=mcclas001tim,,0.0,36,12,Pitcher
2338,Jesus Medrano,21,R,R,"6' 0""",180,"Sep 11, 1978","Los Angeles, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=medran001jes,,0.0,11,8,"SecondBaseman,Centerfielder"
2339,Dan Miceli,29,R,R,"6' 1""",185,"Sep 9, 1970","Newark, NJ, US",https://www.baseball-reference.com/register/player.fcgi?id=miceli001dan,https://www.baseball-reference.com/players/m/micelda01.shtml,-4853124.507668247,np.nan,11,ReliefPitcher
2340,Chris Moore,21,R,R,"6' 1""",190,"Aug 3, 1978","Chicago, IL, US",https://www.baseball-reference.com/register/player.fcgi?id=moore-002chr,,0.0,7,4,Pitcher
2341,Blaine Neal,22,L,R,"6' 5""",205,"Apr 6, 1978","Marlton, NJ, US",https://www.baseball-reference.com/register/player.fcgi?id=neal--001bla,https://www.baseball-reference.com/players/n/nealbl01.shtml,888595.9630169458,4,14,"ReliefPitcher,FirstBaseman,Rightfielder"
2342,Mick Pageler,24,R,R,"6' 2""",200,"Apr 30, 1976","Emporia, KS, US",https://www.baseball-reference.com/register/player.fcgi?id=pagele001mic,,0.0,15,6,ReliefPitcher
2343,Brian Partenheimer,25,R,L,"6' 5""",230,"Apr 13, 1975","Huntingburg, IN, US",https://www.baseball-reference.com/register/player.fcgi?id=parten001bri,,0.0,20,4,ReliefPitcher
2344,Brett Roneberg,21,L,L,"6' 2""",205,"Feb 5, 1979","Melbourne, Victoria, AU",https://www.baseball-reference.com/register/player.fcgi?id=ronebe001bre,,0.0,np.nan,11,"Outfielder,FirstBaseman"
2345,Jose Santos,26,R,R,"5' 10""",195,"Mar 1, 1974","Santiago, Santiago, DO",https://www.baseball-reference.com/register/player.fcgi?id=santos001jos,,0.0,np.nan,8,"ThirdBaseman,SecondBaseman,Leftfielder"
2346,Shane Smuin,21,R,R,"6' 2""",205,"Jun 22, 1979","Vernal, UT, US",https://www.baseball-reference.com/register/player.fcgi?id=smuin-001sha,,0.0,20,2,ReliefPitcher
2347,Jesus Timaure,20,R,R,"6' 0""",170,"Feb 25, 1980","Barquisimeto, Lara, VE",https://www.baseball-reference.com/register/player.fcgi?id=timaur001jes,,0.0,np.nan,2,"Rightfielder,FirstBaseman"
2348,Matt Treanor,24,R,R,"6' 0""",200,"Mar 3, 1976","Garden Grove, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=treano001mat,https://www.baseball-reference.com/players/t/treanma01.shtml,5244067.566359521,4,14,Catcher
2349,Chip Ambres,20,R,R,"6' 1""",190,"Dec 19, 1979","Beaumont, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=ambres001ray,https://www.baseball-reference.com/players/a/ambrech01.shtml,0.0,1,11,Outfielder
2350,Josh Beckett,20,R,R,"6' 5""",230,"May 15, 1980","Spring, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=becket001jos,https://www.baseball-reference.com/players/b/beckejo02.shtml,143375269.9956358,1,6,StartingPitcher
2351,Brandon Bowe,24,R,R,"6' 3""",215,"Mar 13, 1976","Stockton, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=bowe--001bra,,0.0,30,4,ReliefPitcher
2352,Terry Byron,21,R,R,"6' 0""",200,"Mar 28, 1979","St. Croix, VI",https://www.baseball-reference.com/register/player.fcgi?id=byron-001ter,,0.0,2,5,ReliefPitcher
2353,Dave Callahan,20,L,L,"6' 0""",200,"Dec 7, 1979","New Brunswick, NJ, US",https://www.baseball-reference.com/register/player.fcgi?id=callah001dav,,0.0,3,5,"FirstBaseman,Leftfielder"
2354,Matt DeMarco,20,L,R,"6' 0""",172,"Jan 24, 1980","Woodbury, NJ, US",https://www.baseball-reference.com/register/player.fcgi?id=demarc001mat,,0.0,11,7,"SecondBaseman,ThirdBaseman,Shortstop"
2355,Medardo Fernandez,21,S,R,"5' 11""",155,"Nov 1, 1978","Trujillo, Trujillo, VE",https://www.baseball-reference.com/register/player.fcgi?id=fernan001med,,0.0,np.nan,2,Outfielder
2356,Frank Ferrand,27,L,L,"5' 10""",170,"May 20, 1973","Santo Domingo, Distrito Nacional, DO",https://www.baseball-reference.com/register/player.fcgi?id=ferran001fra,,0.0,np.nan,5,Outfielder
2357,Matt Frick,24,R,R,"6' 2""",220,"Jan 2, 1976","Columbus, OH, US",https://www.baseball-reference.com/register/player.fcgi?id=frick-001mat,,0.0,21,4,"Catcher,FirstBaseman"
2358,Scott Goodman,22,L,L,"6' 1""",210,"Aug 15, 1977","San Luis Obispo, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=goodma001sco,,0.0,10,3,"Outfielder,FirstBaseman"
2359,Kevin Gordon,23,R,R,"6' 3""",200,"Sep 16, 1976","Grand Rapids, MI, US",https://www.baseball-reference.com/register/player.fcgi?id=gordon002kev,,0.0,3,3,ReliefPitcher
2360,Hector Henriquez,21,L,L,"6' 3""",190,"Aug 27, 1978","Samana, Samana, DO",https://www.baseball-reference.com/register/player.fcgi?id=henriq002hec,,0.0,np.nan,4,ReliefPitcher
2361,Ben Hickman,23,R,R,"6' 0""",240,"Nov 10, 1976","Newport, AR, US",https://www.baseball-reference.com/register/player.fcgi?id=hickma001ben,,0.0,9,3,ReliefPitcher
2362,Kevin Hooper,23,R,R,"5' 10""",160,"Dec 7, 1976","Lawrence, KS, US",https://www.baseball-reference.com/register/player.fcgi?id=hooper001kev,https://www.baseball-reference.com/players/h/hoopeke01.shtml,0.0,8,9,"SecondBaseman,Shortstop,Leftfielder"
2363,Chris Key,22,R,L,"6' 3""",210,"Oct 30, 1977","Reno, NV, US",https://www.baseball-reference.com/register/player.fcgi?id=key---001chr,,0.0,18,8,ReliefPitcher
2364,Bryan Moore,23,R,R,"6' 8""",215,"Sep 6, 1976","Westminster, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=moore-001bry,,0.0,13,2,ReliefPitcher
2365,Bryan Morse,22,L,L,"5' 11""",165,"Sep 12, 1977","Leonardtown, MD, US",https://www.baseball-reference.com/register/player.fcgi?id=morse-001bry,,0.0,24,3,Pitcher
2366,Todd Moser,23,L,L,"6' 4""",174,"Oct 28, 1976","Brooklyn, NY, US",https://www.baseball-reference.com/register/player.fcgi?id=moser-001tod,,0.0,14,6,Pitcher
2367,Marc Neubauer,22,S,L,"6' 4""",195,"Jul 2, 1977","Joliet, IL, US",https://www.baseball-reference.com/register/player.fcgi?id=neubau001mar,,0.0,np.nan,1,ReliefPitcher
2368,Matt Padgett,22,L,R,"6' 2""",215,"Jul 22, 1977","Newberry, SC, US",https://www.baseball-reference.com/register/player.fcgi?id=padget001mat,,0.0,5,10,"Rightfielder,FirstBaseman,ThirdBaseman"
2369,Dave Paulino,20,L,R,"5' 7""",135,"Nov 20, 1979","Sabana Grande de Palenque, San Cristobal, DO",https://www.baseball-reference.com/register/player.fcgi?id=paulin001dav,,0.0,np.nan,3,"SecondBaseman,Shortstop,ThirdBaseman"
2370,Kevin Perkins,22,R,R,"6' 2""",185,"Aug 2, 1977","Whittier, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=perkin001kev,,0.0,19,3,"ThirdBaseman,Outfielder,SecondBaseman"
2371,Nate Robertson,22,R,L,"6' 2""",225,"Sep 3, 1977","Wichita, KS, US",https://www.baseball-reference.com/register/player.fcgi?id=robert001nat,https://www.baseball-reference.com/players/r/roberna01.shtml,32395955.60646528,5,12,Pitcher
2372,Marc Sauer,20,R,R,"6' 2""",190,"Jun 30, 1980","Woodbury, NJ, US",https://www.baseball-reference.com/register/player.fcgi?id=sauer-001mar,,0.0,8,6,Pitcher
2373,Steve Sawyer,21,R,R,"6' 1""",190,"Jul 31, 1978","Fayette, AL, US",https://www.baseball-reference.com/register/player.fcgi?id=sawyer001ste,,0.0,11,3,ReliefPitcher
2374,Joe Sergent,21,L,L,"6' 0""",180,"Aug 29, 1978","Tracy, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=sergen001jos,,0.0,21,4,Pitcher
2375,Gaige Thomas,21,S,R,"6' 1""",200,"Feb 28, 1979","Vero Beach, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=thomas001gai,,0.0,30,4,ReliefPitcher
2376,Luis Ugueto,21,S,R,"6' 0""",195,"Feb 15, 1979","Caracas, Distrito Federal, VE",https://www.baseball-reference.com/register/player.fcgi?id=ugueto001lui,https://www.baseball-reference.com/players/u/uguetlu01.shtml,301757.6318223867,np.nan,9,"Shortstop,SecondBaseman,Outfielder"
2377,Luis Venales,20,R,R,"6' 3""",176,"May 26, 1980","Caracas, Distrito Federal, VE",https://www.baseball-reference.com/register/player.fcgi?id=venale001lui,,0.0,np.nan,3,Catcher
2378,Bill Villanueva,21,R,R,"6' 4""",195,"Oct 6, 1978","Santo Domingo, Distrito Nacional, DO",https://www.baseball-reference.com/register/player.fcgi?id=villan001bil,,0.0,np.nan,4,"StartingPitcher,Outfielder"
2379,Kelley Washington,20,R,R,"6' 2""",200,"Aug 21, 1979","Winchester, VA, US",https://www.baseball-reference.com/register/player.fcgi?id=washin001jam,,0.0,10,4,"Shortstop,ThirdBaseman"
2380,Josh Wilson,19,R,R,"6' 0""",175,"Mar 26, 1981","Pittsburgh, PA, US",https://www.baseball-reference.com/register/player.fcgi?id=wilson006jos,https://www.baseball-reference.com/players/w/wilsojo03.shtml,2621741.042710669,3,17,"Shortstop,SecondBaseman,ThirdBaseman"
2381,Dominic Woody,21,R,R,"6' 3""",210,"Aug 17, 1978","Spokane, WA, US",https://www.baseball-reference.com/register/player.fcgi?id=woody-001dom,,0.0,4,5,"Catcher,ReliefPitcher,FirstBaseman"
2382,Denny Bautista,19,R,R,"6' 5""",190,"Aug 23, 1980","Sanchez, Samana, DO",https://www.baseball-reference.com/register/player.fcgi?id=bautis001den,https://www.baseball-reference.com/players/b/bautide01.shtml,1388588.8773320336,np.nan,13,Pitcher
2383,Miguel Cabrera,17,R,R,"6' 4""",267,"Apr 18, 1983","Maracay, Aragua, VE",https://www.baseball-reference.com/register/player.fcgi?id=cabrer003jos,https://www.baseball-reference.com/players/c/cabremi01.shtml,381068997.85840994,np.nan,4,"FirstBaseman,ThirdBaseman,Leftfielder"
2384,Ramon Castillo,21,R,R,"6' 1""",155,"Dec 24, 1978","La Vega, La Vega, DO",https://www.baseball-reference.com/register/player.fcgi?id=castil001ram,,0.0,np.nan,3,StartingPitcher
2385,Matt Easterday,21,R,R,"6' 1""",180,"May 3, 1979","Conyers, GA, US",https://www.baseball-reference.com/register/player.fcgi?id=easter001mat,,0.0,21,4,"SecondBaseman,Outfielder"
2386,Arismendy Encarnacion,20,R,R,"6' 0""",170,"Dec 17, 1979","Santo Domingo, Distrito Nacional, DO",https://www.baseball-reference.com/register/player.fcgi?id=encarn001ari,,0.0,np.nan,2,Outfielder
2387,Manuel Esquivia,20,R,R,"6' 0""",165,"May 30, 1980","Cartagena, Bolivar, CO",https://www.baseball-reference.com/register/player.fcgi?id=esquiv001man,,0.0,np.nan,5,Pitcher
2388,Mike Flannery,20,R,R,"6' 1""",195,"Sep 20, 1979","Philadelphia, PA, US",https://www.baseball-reference.com/register/player.fcgi?id=flanne001mic,,0.0,33,8,ReliefPitcher
2389,Charlie Frazier,19,R,R,"6' 3""",185,"Jul 6, 1980","Toms River, NJ, US",https://www.baseball-reference.com/register/player.fcgi?id=frazie001cha,,0.0,6,6,Outfielder
2390,Juan Garcia,17,S,R,"6' 2""",177,"Oct 10, 1982","Santiago de los Caballeros, Santiago, DO",https://www.baseball-reference.com/register/player.fcgi?id=garcia002jua,,0.0,np.nan,5,"FirstBaseman,ThirdBaseman,ReliefPitcher"
2391,Adrian Gonzalez,18,L,L,"6' 2""",215,"May 8, 1982","San Diego, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=gonzal001adr,https://www.baseball-reference.com/players/g/gonzaad01.shtml,216431080.7822992,1,7,"FirstBaseman,Rightfielder"
2392,Scott Hicks,20,L,R,"6' 4""",210,"Jun 6, 1980","Winter Park, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=hicks-001dan,,0.0,16,4,"Outfielder,FirstBaseman"
2393,Rob Jones,21,L,L,"6' 3""",200,"Oct 7, 1978","Portsmouth, VA, US",https://www.baseball-reference.com/register/player.fcgi?id=jones-006rob,,0.0,14,1,ReliefPitcher
2394,Jim Kavourias,20,R,R,"6' 4""",230,"Oct 4, 1979","Brooklyn, OH, US",https://www.baseball-reference.com/register/player.fcgi?id=kavour001jam,,0.0,5,5,Rightfielder
2395,Chris Louwsma,21,R,R,"6' 3""",210,"Dec 25, 1978","Winter Park, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=louwsm001chr,,0.0,37,4,"ThirdBaseman,FirstBaseman"
2396,Pat Magness,22,L,R,"6' 3""",245,"Jan 19, 1978","Kansas City, MO, US",https://www.baseball-reference.com/register/player.fcgi?id=magnes001pat,,0.0,12,6,"FirstBaseman,Outfielder"
2397,Matt Massingale,21,R,R,"6' 1""",200,"May 14, 1979","Richland, WA, US",https://www.baseball-reference.com/register/player.fcgi?id=massin001mat,,0.0,8,2,Pitcher
2398,John McKay,23,R,R,"6' 3""",200,"May 10, 1977","Baltimore, MD, US",https://www.baseball-reference.com/register/player.fcgi?id=mckay-001joh,,0.0,np.nan,1,ReliefPitcher
2399,Mike McNutt,20,R,R,"6' 2""",190,"Oct 18, 1979","Rochester, NY, US",https://www.baseball-reference.com/register/player.fcgi?id=mcnutt001mic,,0.0,25,7,Pitcher
2400,Matt Postell,23,L,R,"6' 4""",180,"Jan 10, 1977","Gastonia, NC, US",https://www.baseball-reference.com/register/player.fcgi?id=postel001aar,,0.0,29,3,"Catcher,FirstBaseman,ThirdBaseman"
2401,Luis Salazar,21,R,R,"6' 2""",190,"May 30, 1979","Maracay, Aragua, VE",https://www.baseball-reference.com/register/player.fcgi?id=salaza002lui,,0.0,np.nan,2,ReliefPitcher
2402,Barry Schell,22,L,L,"6' 2""",215,"Nov 19, 1977","Oakland, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=schell001bar,,0.0,15,2,Outfielder
2403,Tim Schilling,21,L,L,"5' 11""",180,"Jan 15, 1979","Rochester, NY, US",https://www.baseball-reference.com/register/player.fcgi?id=schill001tim,,0.0,15,2,ReliefPitcher
2404,Brandon Sloan,22,S,R,"6' 2""",190,"Oct 26, 1977","Wichita, KS, US",https://www.baseball-reference.com/register/player.fcgi?id=sloan-001bra,,0.0,7,4,ReliefPitcher
2405,Jeff Stevens,23,R,R,"6' 0""",195,"Nov 19, 1976","Long Beach, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=steven003jef,,0.0,45,1,"Catcher,ReliefPitcher,Leftfielder"
2406,Josh Willingham,21,R,R,"6' 2""",230,"Feb 17, 1979","Florence, AL, US",https://www.baseball-reference.com/register/player.fcgi?id=willin001jos,https://www.baseball-reference.com/players/w/willijo03.shtml,42595970.43984477,17,11,"Leftfielder,Catcher,ThirdBaseman"
2407,Winton Zapey,22,R,R,"5' 11""",170,"Mar 21, 1978","Santo Domingo, Distrito Nacional, DO",https://www.baseball-reference.com/register/player.fcgi?id=zapey-001win,,0.0,np.nan,5,Catcher
2408,Phil Akens,17,R,R,"6' 6""",200,"Aug 9, 1982","Baltimore, MD, US",https://www.baseball-reference.com/register/player.fcgi?id=akens-001phi,,0.0,13,5,Pitcher
2409,Over Alcantara,19,R,R,"6' 1""",180,"Sep 11, 1980","Azua, Azua, DO",https://www.baseball-reference.com/register/player.fcgi?id=alcant001ove,,0.0,np.nan,2,Pitcher
2410,Aaron Alvarez,20,R,R,"6' 3""",210,"Nov 5, 1979","Tampa, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=alvare001aar,,0.0,47,3,"Catcher,FirstBaseman"
2411,Brett Baker,18,R,R,"6' 3""",180,"Sep 30, 1981","Sydney, New South Wales, AU",https://www.baseball-reference.com/register/player.fcgi?id=baker-001bre,,0.0,np.nan,2,"Catcher,ReliefPitcher"
2412,Tom Bell,19,R,R,"6' 0""",185,"Jan 5, 1981","Fairfax, VA, US",https://www.baseball-reference.com/register/player.fcgi?id=bell--001tho,,0.0,27,3,ReliefPitcher
2413,Anthony Brewer,17,R,R,"6' 0""",165,"Aug 2, 1982","Chicago, IL, US",https://www.baseball-reference.com/register/player.fcgi?id=brewer002ant,,0.0,4,4,Centerfielder
2414,Ezequiel Espaillat,19,R,R,"6' 5""",180,"Mar 31, 1981","Santiago, Santiago, DO",https://www.baseball-reference.com/register/player.fcgi?id=espail001eze,,0.0,np.nan,2,ReliefPitcher
2415,Cristian Garcia,20,R,R,"6' 2""",170,"Dec 24, 1979","Bani, Peravia, DO",https://www.baseball-reference.com/register/player.fcgi?id=garcia001cri,,0.0,np.nan,1,"Outfielder,ReliefPitcher"
2416,Jorge Guerrero,19,R,R,"6' 0""",152,"Aug 13, 1980","Sabana Grande de Palenque, San Cristobal, DO",https://www.baseball-reference.com/register/player.fcgi?id=guerre001jor,,0.0,np.nan,3,"SecondBaseman,ThirdBaseman,FirstBaseman"
2417,Brad Haynes,18,R,R,"6' 5""",185,"Sep 29, 1981","Glasgow, KY, US",https://www.baseball-reference.com/register/player.fcgi?id=haynes003wil,,0.0,17,4,StartingPitcher
2418,Jake Laidlaw,18,R,R,"6' 2""",190,"Oct 5, 1981","Las Vegas, NV, US",https://www.baseball-reference.com/register/player.fcgi?id=laidla001jac,,0.0,7,4,"Outfielder,ThirdBaseman,FirstBaseman"
2419,Omar Leon,18,R,R,"5' 8""",180,"Sep 25, 1981",PR,https://www.baseball-reference.com/register/player.fcgi?id=leon--001lui,,0.0,np.nan,1,"Catcher,ReliefPitcher"
